npi,entity_type_code,provider_org_name,provider_last_name,provider_first_name,provider_middle_name,provider_name_prefix,provider_name_suffix,provider_credential,provider_business_address_1,provider_business_address_2,provider_business_city,provider_business_state,provider_business_zip,taxonomy_code,provider_business_zip5
1295069011,2,"FIRST CALL AMBULANCE SERVICE OF SOUTH CENTRAL TENNESSEE, LLC.",,,,,,,120 STONES RIVER RD,,LA VERGNE,TN,370862817,3416L0300X,37086
1568796233,2,"ADVANCED HOME MEDICAL, LLC",,,,,,,495 E MAIN ST,STE 3,HOHENWALD,TN,384622082,332B00000X,38462
1104150762,2,"KBI MEDICAL, LLC",,,,,,,106 MISSION CT,603,FRANKLIN,TN,370676440,332B00000X,37067
1215262670,2,GUARDIAN PHARMACY OF TN ONE,,,,,,,661 E LANE ST,,SHELBYVILLE,TN,371603437,3336L0003X,37160
1538494869,2,MEDICAL NECESSITIES & SERVICES LLC,,,,,,,1114 W 7TH ST,SUITE B,COLUMBIA,TN,38401,332BX2000X,38401
1215262514,2,"MAX MOBILITY, LLC",,,,,,,5425 MOUNT VIEW PKWY,,ANTIOCH,TN,370133149,332B00000X,37013
1447585757,2,"CAMP BEHAVIORAL CONNECTIONS, LLC",,,,,,,6732 WALNUT HILLS DR,,BRENTWOOD,TN,370277856,103K00000X,37027
1275868382,2,GOOD HEALTH ASSOCIATES,,,,,,,625 N HIGHLAND AVE,,MURFREESBORO,TN,371302461,174400000X,37130
1073848172,2,"WAVES, INC.",,,,,,,435 MAIN ST,SUITE A,FRANKLIN,TN,370642755,252Y00000X,37064
1740515808,2,KROGER LIMITED PARTNERSHIP I,,,,,,,411 WHITMAN ST,,FRANKLIN,TN,370645075,3336C0003X,37064
1538494554,2,THE NEW CREATURE OUTREACH CENTER,,,,,,,845 BELL RD,SUITE 205,ANTIOCH,TN,370133172,372600000X,37013
1164757126,2,"SLEEP MEDICINE ASSOCIATES, PLLC",,,,,,,125 COOL SPRINGS BLVD,SUITE 240,FRANKLIN,TN,370676474,207RP1001X,37067
1760717607,2,"AMERICAN SENIOR CARE CENTERS, INC",,,,,,,1808 8TH AVE S,,NASHVILLE,TN,372035012,253Z00000X,37203
1538494471,2,"NASHVILLE HIP & PELVIS INSTITUTE, PLLC",,,,,,,345 23RD AVE N,SUITE 301,NASHVILLE,TN,372031513,207XX0801X,37203
1437484094,2,OTTO BOCK ORTHOPEDIC SERVICES LLC,,,,,,,2601 ELM HILL PIKE,STE L,NASHVILLE,TN,372143155,332B00000X,37214
1679808398,2,PREMIER HEALTH CHIROPRACTIC CORPORATION,,,,,,,206 N THOMPSON LN STE B,,MURFREESBORO,TN,371294333,111N00000X,37129
1063747590,2,"BATTLE ENTERPRISE, INC",,,,,,,1221 S HARTMANN DR,SUITE D,LEBANON,TN,370904110,101YA0400X,37090
1376879767,2,B&B PHARMACY PLLC,,,,,,,5407 MAIN ST,,SPRING HILL,TN,371744412,3336C0003X,37174
1174859516,2,"HERMITAGE TN ENDOSCOPY ASC, LLC",,,,,,,5653 FRIST BLVD,SUITE 532,HERMITAGE,TN,370762062,261QA1903X,37076
1265768626,2,HAYNES FAMILY CHIROPRACTIC,,,,,,,710 HATCHER LN,,COLUMBIA,TN,384013522,111N00000X,38401
1336475771,2,"INSPIRIS,INC.",,,,,,,10 CADILLAC DR,SUITE 350,BRENTWOOD,TN,370275078,302R00000X,37027
1083940498,2,NEW HOPE COUNSELING SERVICES,,,,,,,2603 ELM HILL PIKE,SUITE B,NASHVILLE,TN,372143159,251S00000X,37214
1518293737,2,QUESTCARE GROUP HOME INC,,,,,,,721 ROMAN DR.,,NASHVILLE,TN,37207,320600000X,37207
1336475581,2,WELLNESS SOLUTIONS OF TENNESSEE LLC,,,,,,,2323 21ST AVE S STE 306,,NASHVILLE,TN,372124930,363LP0808X,37212
1710213822,2,CAPITAL ACCOUNTS,,,,,,,800 CRESCENT CENTRE DR,,FRANKLIN,TN,370677269,251B00000X,37067
1144556242,2,"CARIS HEALTHCARE, LP",,,,,,,1412 TROTWOOD AVE STE 11,,COLUMBIA,TN,384014983,251G00000X,38401
1316273451,2,MCFARLIN & STUMB HEALTHCARE PROFESSIONALS LLC,,,,,,,317 VALLEYVIEW CIR,,LEBANON,TN,370878942,261QP2300X,37087
1194051276,2,"NEW RIVER MEDICAL ASSOCIATES, PC",,,,,,,179 HANCOCK ST,SUITE 203,GALLATIN,TN,370666346,207Q00000X,37066
1962738039,2,ROCK ISLAND MEDICAL GROUP,,,,,,,455 N CHANCERY ST,,MC MINNVILLE,TN,371102049,207Q00000X,37110
1548596604,2,LENOX VILLAGE DENTISTRY,,,,,,,2850 S CHURCH ST,,MURFREESBORO,TN,371276374,1223G0001X,37127
1205162211,2,"ALPHA POINT, INC.",,,,,,,98 MAYFIELD DR,SUITE C,SMYRNA,TN,371673033,101Y00000X,37167
1972839058,2,NATURAL BRIDGE MEDICAL GROUP PC,,,,,,,271 MED PARK DR,,CLARKSVILLE,TN,370436310,207Q00000X,37043
1982930053,2,HENDERSONVILLE SURGEONS,,,,,,,353 NEW SHACKLE ISLAND RD,SUITE 102A,HENDERSONVILLE,TN,370752379,208600000X,37075
1407182348,2,"ALL IN ONE, LLC",,,,,,,367 RIVERSIDE DR,SUITE 102,FRANKLIN,TN,370648984,253Z00000X,37064
1104152859,2,"CENTENNIAL NEUROSCIENCE, LLC",,,,,,,2400 PATTERSON ST,SUITE 320,NASHVILLE,TN,372031562,2084N0400X,37203
1710213376,2,"CARIS HEALTHCARE, LP",,,,,,,106 HIGHWAY 70 E STE 5,,DICKSON,TN,370557015,251G00000X,37055
1770810293,2,"RAI CARE CENTERS OF LEBANON I, LLC",,,,,,,1701 W MAIN ST,,LEBANON,TN,370874774,261QE0700X,37087
1164759601,2,XAI FAMILY MEDICAL CLINIC,,,,,,,315 ROBERT ROSE DR,SUITE F,MURFREESBORO,TN,371296360,363LF0000X,37129
1861729386,2,RAI CARE CENTERS OF GALLATIN I LLC,,,,,,,270 EAST MAIN STREET,,GALLATIN,TN,370662961,261QE0700X,37066
1083941512,2,"CONCORD INFECTIOUS DISEASE ASSOCIATES, PC",,,,,,,1419 W BADDOUR PKWY,,LEBANON,TN,370872513,207RI0200X,37087
1952638306,2,SHELBYVILLE HOSPITAL CORPORATION,,,,,,,2839 HIGHWAY 231 N,SUITE 109,SHELBYVILLE,TN,371607447,173F00000X,37160
1346577707,2,"WARREN FAMILY SERVICES, LLC",,,,,,,237 CASTLEWOOD DR,SUITE H,MURFREESBORO,TN,371295165,253Z00000X,37129
1992032221,2,VILLAGE DENTAL GROUP,,,,,,,112 SAUNDERSVILLE RD,SUITE B226,HENDERSONVILLE,TN,370758913,122300000X,37075
1225365331,2,"FAMILY PSYCH SERVICES, PLLC",,,,,,,921 RUSSELL ST,,NASHVILLE,TN,372063714,2084P0800X,37206
1164759213,2,JARRETT&JARRETT TRANSPORTATION SERVICE,,,,,,,1100 THOMPSON PLACE,APT C-14,NASHVILLE,TN,37217,347C00000X,37217
1053648931,2,SENIOR MOMENTS HEALTHCARE INC.,,,,,,,1013 LAUREL HILLS DR,,DICKSON,TN,370554060,253Z00000X,37055
1477880490,2,SIE INVESTMENT GROUP LLC,,,,,,,2395 NEW SALEM HWY,SUITE L,MURFREESBORO,TN,371285254,1223G0001X,37128
1578890455,2,"FAMILY URGENT CARE, LLC",,,,,,,170-D EAST MAIN STREET,BOX 120,HENDERSONVILLE,TN,37075,261QU0200X,37075
1154658953,2,THE CENTER FOR VISION DEVELOPMENT,,,,,,,128 HOLIDAY CT,SUITE 126,FRANKLIN,TN,370673061,152WV0400X,37067
1790012441,2,COLE FAMILY PRACTICE,,,,,,,226 JACKSON MEADOWS DR,,HERMITAGE,TN,370761425,261QP2300X,37076
1962739672,2,CARRIAGE HOUSE INN INC,,,,,,,311 COLLOREDO BLVD,,SHELBYVILLE,TN,371602765,310400000X,37160
1497082101,2,HOMELIFE LLC,,,,,,,228 PEBBLE GLEN DR,,FRANKLIN,TN,370642911,171W00000X,37064
1144557828,2,ALANA HEALTHCARE PHARMACY,,,,,,,636 DIVISION ST,,NASHVILLE,TN,372034654,3336H0001X,37203
1972830677,2,RIGHTEOUS OAKS COUNSELING,,,,,,,3735 N MOUNT JULIET RD,204,MOUNT JULIET,TN,371223060,101Y00000X,37122
1114255817,2,AWAKENING MINDFUL POSSIBILITIES,,,,,,,109 KENSINGTON PL,,COLUMBIA,TN,384018885,363LP0808X,38401
1811225568,2,MCMINNVILLE BOARDING HOME FOR THE ELDERLY,,,,,,,345 GARFIELD ST.,,MCMINNVILLE,TN,37110,310400000X,37110
1881922441,2,PROGRESS INC,,,,,,,319 EZELL PIKE,,NASHVILLE,TN,372173014,253Z00000X,37217
1316275811,2,"AMELIA L. WOODS, OD, PC",,,,,,,2900 S RUTHERFORD BLVD STE A,,MURFREESBORO,TN,371305993,152W00000X,37130
1649508060,2,GRACE CONSULTING SERVICES LLC,,,,,,,906 ENCLAVE CIR,,NASHVILLE,TN,372117453,251S00000X,37211
1346578705,2,WALK IN DENTAL CLINICS INC.,,,,,,,4928 EDMONSON PIKE,SUITE 202,NASHVILLE,TN,37211,1223G0001X,37211
1992033260,2,CHARLES W DANIELS MD PERSONALIZED HEALTHCARE,,,,,,,4230 HARDING RD,SUITE 201,NASHVILLE,TN,372052013,207R00000X,37205
1295063311,2,CITY OF DICKSON SENIOR CENTER,,,,,,,206 W WALNUT ST,,DICKSON,TN,370551934,253Z00000X,37055
1023346152,2,TENNESSEE COMMUNITY SERVICES AGENCY,,,,,,,531 METROPLEX DR,STE 115 A,NASHVILLE,TN,372113169,253Z00000X,37211
1831427962,2,SIGNATURE MEDICAL LABORATORY,,,,,,,1097 WESTON DR,SUITE 1,MOUNT JULIET,TN,371223493,291U00000X,37122
1619205671,2,"ASCEND MEDICAL GROUP, LLC",,,,,,,2001 CHARLOTTE AVE,SUITE # 205,NASHVILLE,TN,372032032,363L00000X,37203
1861720781,2,"MEDISTAFF, LLC",,,,,,,222 JACKSON MEADOWS DR,,HERMITAGE,TN,370761425,253Z00000X,37076
1912235821,2,"H. RHEA HOLLY, MD, PC",,,,,,,110 29TH AVE N STE 202,,NASHVILLE,TN,372031448,207L00000X,37203
1750610515,2,PUBLIX TENNESSEE LLC,,,,,,,665 SOUTH MT.JULIET RD.,,MT. JULIET,TN,37122,3336C0003X,37122
1174852958,2,HERMITAGE PEDIATRIC DENTISTRY,,,,,,,107 BONNABROOK DR,,HERMITAGE,TN,370761910,261QD0000X,37076
1912236654,2,"NEW HORIZONS SOLUTIONS, INC.",,,,,,,317 SEVEN SPRINGS WAY,,BRENTWOOD,TN,370274575,363LF0000X,37027
1275862963,2,BLOSSOM HEALTH SERVICES,,,,,,,2416 NEWBERRY LN,,MOUNT JULIET,TN,371227460,253Z00000X,37122
1538498159,2,"LAWRENCE E. BURNS, DPM, INC",,,,,,,4230 HARDING RD,SUITE G-12,NASHVILLE,TN,372052013,335E00000X,37205
1003145541,2,KROGER LIMITED PARTNERSHIP I,,,,,,,2011 NASHVILLE PIKE,,GALLATIN,TN,370663162,3336C0003X,37066
1902135429,2,"SIMMONS EYECARE, PLC",,,,,,,1334 N ELLINGTON PKWY,,LEWISBURG,TN,370912218,152W00000X,37091
1629307137,2,SOUTHEAST REHAB LLC,,,,,,,2555 MERIDIAN BLVD,STE. 330,FRANKLIN,TN,370676363,261QP2000X,37067
1578892915,2,"HEARTLAND DENTAL CARE OF TENNESSEE, PC",,,,,,,1315 BELL ROAD,,ANTIOCH,TN,370133077,1223G0001X,37013
1205165693,2,WOODS PHYSICAL THERAPY LLC,,,,,,,925 S CHURCH ST STE C200,,MURFREESBORO,TN,371304994,261QP2000X,37130
1982933115,2,HARVEY W. BOWLES MD PC,,,,,,,2201 MURPHY AVE,STE 204,NASHVILLE,TN,372031835,207R00000X,37203
1871822007,2,PREMIUM MEDICAL CARE PC,,,,,,,2201 MURPHY AVE,STE 204,NASHVILLE,TN,372031835,207R00000X,37203
1467781690,2,GRACE PEDIATRICS PLLC,,,,,,,1335 ROCK SPRINGS ROAD,,SMYRNA,TN,371676108,208000000X,37167
1336478213,2,"RAJA HOLDING CO., INC.",,,,,,,1428 ADAMS ST,,FRANKLIN,TN,370643654,332B00000X,37064
1578892493,2,"LAVERGNE SMILES, PC",,,,,,,5168 MURFREESBORO RD,,LA VERGNE,TN,370862712,261QD0000X,37086
1821328725,2,KEY REHAB,,,,,,,1335 NW BROAD ST,,MURFREESBORO,TN,371294428,314000000X,37129
1477883213,2,KEY HEALTH SERVICES PC,,,,,,,166 E MAIN ST,,HENDERSONVILLE,TN,370752520,111N00000X,37075
1093045866,2,TN CARE SERVICES-LLC,,,,,,,640 SPENCE LN,SIUTE 100,NASHVILLE,TN,372171149,251E00000X,37217
1013247758,2,"9 MONTHS & BEYOND, LLC",,,,,,,5056 THOROUGHBRED LN,,BRENTWOOD,TN,370274225,174400000X,37027
1326378811,2,ELDER LIFE MANAGEMENT LLC,,,,,,,2592 N MOUNT JULIET RD,,MOUNT JULIET,TN,371223007,253Z00000X,37122
1376873968,2,"BREATH OF LIFE, INC.",,,,,,,1160 GALLATIN PIKE S,"SUITEE 5109, DUE WEST PROFESSIONAL BUILDING",MADISON,TN,371154624,253Z00000X,37115
1982934352,2,"BOLTON BEHAVIORAL CONSULTING, INC.",,,,,,,1245 LIGHTHOUSE PL,,BRENTWOOD,TN,370278353,103K00000X,37027
1255661617,2,"TERESA MARIE WILLIAMS, M.D.",,,,,,,221 NORTHCREST DR,,SPRINGFIELD,TN,371723962,208D00000X,37172
1619207024,2,WILLIAMSON WELLNESS,,,,,,,377 RIVERSIDE DR STE 310,,FRANKLIN,TN,370645393,261QH0100X,37064
1801126107,2,BRANCHES RECOVERY CENTER,,,,,,,1450 BATTLEGROUND DR,,MURFREESBORO,TN,371291750,251S00000X,37129
1376873521,2,"GOOD HEALTH FAMILY CLINIC, INC",,,,,,,414 E BROAD ST,SUITE C,SMITHVILLE,TN,37166,363LF0000X,37166
1962732149,2,CENTER FOR INFLAMMATORY DISEASE PC,,,,,,,2001 CHARLOTTE AVE STE 102,,NASHVILLE,TN,372032032,3336C0003X,37203
1205166436,2,NASHVILLE INFECTIOUS DISEASE SPECIALISTS PC,,,,,,,2001 CHARLOTTE AVE,SUITE 101,NASHVILLE,TN,372032032,207RI0200X,37203
1194055178,2,"ACTIVE SPINE AND JOINT CENTER, LLC",,,,,,,123 STADIUM DR,,HENDERSONVILLE,TN,370753528,111N00000X,37075
1336470327,2,LIFECARE HERITAGE,,,,,,,145 THOMPSON LN,,NASHVILLE,TN,372112411,261QA0600X,37211
1417288358,2,"PSYCHOLOGICAL,EDUCATIONAL &EVALUATION SERVICES, P.C.",,,,,,,1916 PATTERSON ST,SUITE 502,NASHVILLE,TN,372032120,103TC0700X,37203
1073844866,2,CENTERSTONE OF TENNESSEE,,,,,,,1921 RANSOM PL,,NASHVILLE,TN,372173841,251S00000X,37217
1679804462,2,"ELITE SPORTS MEDICINE AND ORTHOPAEDIC CENTER, PLC",,,,,,,2004 HAYES ST STE 200,,NASHVILLE,TN,372032646,363L00000X,37203
1740511401,2,CHAD T PRICE MD PC,,,,,,,1616 W MAIN ST,SUITE 203,LEBANON,TN,370873100,207X00000X,37087
1245561968,2,WELLNESS PHARMACY MURFREESBORO LLC,,,,,,,1547 WARRIOR DRIVE,,MURFREESBORO,TN,37128,3336C0003X,37128
1174854814,2,"INSPIRIS OF MICHIGAN MEDICAL SERVICES, PC",,,,,,,10 CADILLAC DR,SUITE 350,BRENTWOOD,TN,370275078,363LG0600X,37027
1952632531,2,ZANDRA RENEE PETWAY MD MPH PC,,,,,,,390 HARDING PL STE 102,,NASHVILLE,TN,372113924,261QP2300X,37211
1649501040,2,DOUBLE LUNG PC,,,,,,,155 LEGENDS DR,SUITE I,LEBANON,TN,370875308,208D00000X,37087
1275864571,2,"SLEEP CENTER OF HERMITAGE, PLLC",,,,,,,515 STONECREST PKWY,SUITE 200,SMYRNA,TN,371676826,207RS0012X,37167
1336470517,2,APPLIED BEHAVIORAL INTERVENTIONS,,,,,,,2670 COOKS RD,,MOUNT JULIET,TN,371225705,103K00000X,37122
1699007799,2,"SLEEP INSTITUTE OF NEW ENGLAND, PLLC",,,,,,,1 LITTLE RIVER RD,,KINGSTON,NH,38483117,207RS0012X,38483
1518299676,2,SARA B NORTHCUTT DDS FAMILY & COSMETIC DENTISTRY,,,,,,,1441 NEW HWY 96 WEST,,FRANKLIN,TN,37064,122300000X,37064
1588996656,2,MIDDLE TENNESSEE PRIMARY CARE PC,,,,,,,2536 HIGHWAY 49 E,,PLEASANT VIEW,TN,371467159,207Q00000X,37146
1629300629,2,NASHVILLE CARDIOTHORACIC SURGEONS PLLC,,,,,,,555 CHURCH ST E,SUITE 102,BRENTWOOD,TN,370274894,208G00000X,37027
1811229719,2,TENNESSEE DENTAL PROFESSIONALS PC,,,,,,,315 SAM RIDLEY PKWY W,,SMYRNA,TN,371675625,1223G0001X,37167
1740512490,2,"GREEN HILLS SENIOR HEALTH CENTER, INC.",,,,,,,2001 WOODMONT BLVD,,NASHVILLE,TN,372151531,261QA0600X,37215
1659603330,2,"QUALITY PERSONAL CARE, INC.",,,,,,,2284 RALEIGH CT,SUITE B,CLARKSVILLE,TN,370431945,251E00000X,37043
1285966895,2,"PROVIDER SERVICES NOW, LLC",,,,,,,745 S CHURCH ST,,MURFREESBORO,TN,371304984,363LA2100X,37130
1518299189,2,"PRECISION SPINE SPECIALISTS, PLLC",,,,,,,321 BILLINGSLY CT STE 14,,FRANKLIN,TN,370676445,111N00000X,37067
1902138449,2,ASSISTIVE TECHNOLOGY SERVICES,,,,,,,8023 FRANKLIN RD,,MURFREESBORO,TN,371283623,333300000X,37128
1043542418,2,CONNEXUS INCORPORATED,,,,,,,1101 KERMIT DR,SUITE 102,NASHVILLE,TN,372172126,253Z00000X,37217
1891027256,2,"PREFERRED ALTERNATIVES OF TN, INC",,,,,,,1101 KERMIT DR,,NASHVILLE,TN,372172126,251S00000X,37217
1376875708,2,EMERITUS CORPORATION,,,,,,,400 HANCOCK ST,,GALLATIN,TN,370663699,310400000X,37066
1588996805,2,"MIRA HEALTHCARE OF TENNESSEE, PLLC",,,,,,,111 HIGHWAY 70 E,,DICKSON,TN,370552080,207L00000X,37055
1255663589,2,AGILECARE INC.,,,,,,,2216 WESTWOOD DR,,MURFREESBORO,TN,371301150,225100000X,37130
1801118948,2,VOIR SUPPORT SERVICES INC.,,,,,,,2500 W END AVE,,NASHVILLE,TN,372320030,253Z00000X,37232
1447572458,2,CHAD T PRICE MD PC,,,,,,,300 20TH AVE N,SUITE G-1,NASHVILLE,TN,372032131,207X00000X,37203
1770805863,2,"STEVEN D GRAHAM MD, NEUROLOGY PC",,,,,,,2400 PATTERSON ST,SUITE 318,NASHVILLE,TN,372031562,174400000X,37203
1912229923,2,"HOME CARE AGENCY OF MIDDLE TENNESSEE, LLC",,,,,,,5115 MARYLAND WAY,,BRENTWOOD,TN,370277512,253Z00000X,37027
1144542051,2,BRADLEY FARROW DMD PC,,,,,,,4720 TRADERS WAY,SUITE 300,THOMPSONS STATION,TN,371795366,1223P0221X,37179
1346562048,2,"PAIN MANAGEMENT GROUP, P.C.",,,,,,,40 W CALDWELL ST,SUITE 200,MOUNT JULIET,TN,371222910,174400000X,37122
1568784346,2,"PRECISION EYE CARE, PLLC",,,,,,,667 SOUTH MOUNT JULIET RD,,MOUNT JULIET,TN,371226319,152W00000X,37122
1811219397,2,RICHLAND PLACE SENIOR LIVING,,,,,,,201 RICHLAND LAKE DR,,PORTLAND,TN,371481775,310400000X,37148
1932421310,2,"REHAB PRACTICE MANAGEMENT, LLC",,,,,,,215 LIGHTHOUSE TER,,FRANKLIN,TN,370646126,225400000X,37064
1619299963,2,"HARMONY HEARING SERVICES, LLC",,,,,,,5914 CRAB APPLE LN,,MURFREESBORO,TN,371276438,332S00000X,37127
1710209077,2,"LS OF NASHVILLE,PC",,,,,,,105 WESTWOOD PL,SUITE 350,BRENTWOOD,TN,370275038,174400000X,37027
1710209143,2,"J. KEITH NICHOLS, M.D. PLLC",,,,,,,345 23RD AVE N,SUITE 301,NASHVILLE,TN,372031513,208100000X,37203
1023330388,2,WESTHAVEN DENTISTRY,,,,,,,1025 WESTHAVEN BLVD.,SUITE 150,FRANKLIN,TN,37064,122300000X,37064
1811210008,2,"CAREALL PERSONAL SERVICES, INC.",,,,,,,4007 TRAVIS DR,,NASHVILLE,TN,372113704,253Z00000X,37211
1497078687,2,NURSING RESOURCE SOLUTIONS CORP,,,,,,,1908B CHURCH ST,,NASHVILLE,TN,372032204,253Z00000X,37203
1831412907,2,"JACKIE-D-YAK, LLC",,,,,,,4741 TROUSDALE DR STE 1,,NASHVILLE,TN,372201340,261QH0700X,37220
1679896641,2,"WAL-MART STORES EAST, LP",,,,,,,3458 DICKERSON PIKE,,NASHVILLE,TN,372072511,156FX1800X,37207
1376866236,2,CENTERSTONE OF TENNESSEE,,,,,,,801 SCHOOL ST,,COLUMBIA,TN,384013108,320800000X,38401
1043533730,2,"OPTIMAL HEALTH CHIROPRACTIC CENTER, PLLC",,,,,,,2530 N MOUNT JULIET RD,,MOUNT JULIET,TN,371223007,111N00000X,37122
1013230663,2,BARRY YEISER COUNSELING SERVICES INC.,,,,,,,236 OLD SHACKLE ISLAND RD,SUITE A,HENDERSONVILLE,TN,370753115,1041C0700X,37075
1104140508,2,CCN OPTICAL SERVICES LLC,,,,,,,2400 PATTERSON ST,#201,NASHVILLE,TN,372031562,332H00000X,37203
1578887998,2,"GROUP EFFORT FOUNDATIONS, INC",,,,,,,661 S WATER AVE,,GALLATIN,TN,370663645,320800000X,37066
1114241437,2,"ALIVE HOSPICE, INC.",,,,,,,1718 PATTERSON ST,,NASHVILLE,TN,372032926,251G00000X,37203
1558685974,2,ACCUPATH DIAGNOSTIC LABORATORIES INC,,,,,,,6423 ANNANDALE CV,,BRENTWOOD,TN,370276316,291U00000X,37027
1598089880,2,JBT TRIFECTA,,,,,,,1812 BROADWAY,,NASHVILLE,TN,372032712,251E00000X,37203
1386968444,2,"NORTH CHILDREN'S CLINIC AND FAMILY CARE, PLLC",,,,,,,130 IMPERIAL BLVD,,HENDERSONVILLE,TN,370753440,363LP0200X,37075
1366766297,2,"NODALITY, INC.",,,,,,,405 DUKE DR,SUITE 240,FRANKLIN,TN,370672706,291U00000X,37067
1952625808,2,MY WELL CARE,,,,,,,2275 MURFREESBORO PIKE,STE 109 & 110,NASHVILLE,TN,372173341,207Q00000X,37217
1841514635,2,FAITH HOME CARE,,,,,,,1501 CARMACK BLVD,D,COLUMBIA,TN,384014173,253Z00000X,38401
1356665020,2,SUMMER SUN,,,,,,,118 HWY 70 E,,DICKSON,TN,370557039,363LF0000X,37055
1376867820,2,"EFFICIENT SUPPORTS,INC.",,,,,,,845 BELL RD STE 122,,ANTIOCH,TN,370133172,253Z00000X,37013
1194040659,2,"GENERATIONS HOME CARE, INC.",,,,,,,720 S CHURCH ST,SUITE B,MURFREESBORO,TN,371304926,253Z00000X,37130
1538484050,2,"KR CALVERT CO, LLC",,,,,,,113 SEABOARD LANE,C-270,FRANKLIN,TN,37067,343900000X,37067
1326363706,2,"MOBILE TESTING OF TENNESSEE, INC.",,,,,,,5115 MARYLAND WAY,,BRENTWOOD,TN,370277512,261QM1300X,37027
1942525357,2,CONCORD MILLS FAMILY DENTISTRY PLLC,,,,,,,6438 NOLENSVILLE PIKE,,ANTIOCH,TN,37013,1223G0001X,37013
1003131319,2,"WILLIAMSON MEDICAL CENTER EMS, LLC",,,,,,,4321 CAROTHERS PKWY,,FRANKLIN,TN,370675909,341600000X,37067
1043535107,2,"DR MARK STEVEN JOSOVITZ, MD",,,,,,,726 S CHURCH ST,,MURFREESBORO,TN,371304926,174400000X,37130
1194040246,2,EYECARE REVOLUTION LLC,,,,,,,3070 MALLORY LN,,FRANKLIN,TN,370678304,152W00000X,37067
1184949059,2,"SUNCREST HOME HEALTH OF NASHVILLE, INC.",,,,,,,2292 DALTON DR STE A,,CLARKSVILLE,TN,370438961,251E00000X,37043
1942525779,2,"CORNERSTONE PRIMARY HEALTHCARE, INC",,,,,,,125 INDIAN LAKE BLVD,SUITE B,HENDERSONVILLE,TN,370756211,363LA2200X,37075
1568787315,2,PROVEN PROCESS LLC,,,,,,,4219 HILLSBORO PIKE,SUITE 302,NASHVILLE,TN,372153332,251E00000X,37215
1104141936,2,HANDS ACROSS TENNESSEE OF BRENTWOOD,,,,,,,539 COOL SPRINGS BLVD,SUITE 140,FRANKLIN,TN,370677273,172M00000X,37067
1750606372,2,"ELITE AUDIOLOGY AND HEARING CARE, PLLC",,,,,,,541 N MOUNT JULIET RD,SUITE 2204,MOUNT JULIET,TN,371223873,261QH0700X,37122
1700102357,2,"SENIOR HEALTH SERVICES, INC.",,,,,,,1451 ELM HILL PIKE STE 100,,NASHVILLE,TN,372104528,251E00000X,37210
1679899108,2,MIDDLE TENNESSEE PHARMACY SERVICES LLC,,,,,,,336 S CANNON BLVD,,SHELBYVILLE,TN,371603914,3336H0001X,37160
1639495195,2,"PEDIATRIC PARTNERS OF NASHVILLE, PLLC",,,,,,,397 WALLACE RD,SUITE 407,NASHVILLE,TN,372114854,208000000X,37211
1649596156,2,"CHRIS MARASCO M.D., PC",,,,,,,112 AIRPORT DRIVE,SUITE H,SHELBYVILLE,TN,37160,207R00000X,37160
1275859787,2,CLARKSVILLE ANESTHESIA LLC,,,,,,,132 HILLCREST DR,,CLARKSVILLE,TN,370435000,207L00000X,37043
1235455304,2,"SINGLETON FAMILY PRACTICE & WEIGHT LOSS CLINIC, LLC",,,,,,,430 LONG HOLLOW PIKE,E,GOODLETTSVILLE,TN,370723480,363LF0000X,37072
1932425725,2,COOL SPRINGS PSYCHIATRIC PHARMACY,,,,,,,354 COOL SPRINGS BLVD,SUITE 105,FRANKLIN,TN,370677252,332900000X,37067
1699091447,2,CARING FAMILY PRACTICE PLLC,,,,,,,311 LANDRUM PLACE,SUITE C500,CLARKSVILLE,TN,37043,363LF0000X,37043
1811213556,2,JONES THERAPY SERVICES LLC,,,,,,,508 AUTUMN SPRINGS CT,SUITE 1B,FRANKLIN,TN,370678272,235Z00000X,37067
1215253984,2,STONECREST ASSISTED LIVING FACILITY,,,,,,,2861 HIGHWAY 52 E,,LAFAYETTE,TN,370836029,310400000X,37083
1124344882,2,"LEBANON EMERGENCY PHYSICIANS, PLLC",,,,,,,1411 W BADDOUR PKWY,,LEBANON,TN,370872513,207P00000X,37087
1518283241,2,"TN PERFECT WALK-IN CLINIC, PLLC",,,,,,,8078 HIGHWAY 100,,NASHVILLE,TN,372214212,261QU0200X,37221
1689990392,2,HEALTHCARE RESOURCE NETWORK,,,,,,,1160 GALLATIN PIKE SOUTH,SUITE 203,MADISON,TN,371154627,343900000X,37115
1063739415,2,"WELLSPRINGS PSYCHIATRY AND COUNSELING CENTER, PLLC",,,,,,,109 HOLIDAY CT STE D10,,FRANKLIN,TN,370671311,2084P0804X,37067
1821315219,2,"THE FOUNTAIN CENTER FOR PREVENTATIVE MEDICINE, LLC",,,,,,,110 GLANCY ST # 107,,GOODLETTSVILLE,TN,370722326,261QP2300X,37072
1114244225,2,FAMILY CARE SOLUTIONS INC.,,,,,,,240 MAYFIELD DR,STE 203,SMYRNA,TN,371673036,253Z00000X,37167
1023335270,2,NORTHWEST NEUROLOGICAL ASSOCIATES PLLC,,,,,,,298 CLEAR SKY CT,SUITE F,CLARKSVILLE,TN,370435685,2084N0400X,37043
1891012043,2,MOUNT PLEASANT HEALTHCARE LLC,,,,,,,904 HIDDEN ACRES AVE,,MOUNT PLEASANT,TN,384741039,314000000X,38474
